Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,10,0.000000,0.005600,0.005600,0.090000,,,0.090000,HARD,,
2,t02,Aperiodic,5,0.000000,0.068100,0.068100,0.300000,0.300000,0.520000,0.300000,HARD,,
3,t03,Periodic,9,0.000000,0.002800,0.002800,0.120000,,,0.120000,HARD,,
4,t04,Aperiodic,7,0.000000,0.008600,0.008600,0.180000,0.180000,0.320000,0.180000,HARD,,
5,t05,Periodic,2,0.000000,0.000300,0.000300,0.480000,,,0.480000,HARD,,
6,t06,Aperiodic,6,0.000000,0.003100,0.003100,0.260000,0.260000,0.440000,0.260000,HARD,,
7,t07,Periodic,25,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
8,t08,Aperiodic,4,0.000000,0.034600,0.057800,0.340000,0.340000,0.580000,0.340000,HARD,,
9,t09,Periodic,24,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
10,t10,Periodic,23,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
11,t11,Aperiodic,11,0.000000,0.000100,0.000300,0.060000,0.060000,0.120000,0.060000,HARD,,
12,t12,Periodic,3,0.000000,0.007300,0.007300,0.360000,,,0.360000,HARD,,
13,t13,Aperiodic,8,0.000000,0.002100,0.002100,0.160000,0.160000,0.280000,0.160000,HARD,,
14,t14,Periodic,14,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
15,t15,Periodic,22,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
16,t16,Periodic,13,0.000000,0.002000,0.002000,0.040000,,,0.040000,HARD,,
17,t17,Periodic,21,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
18,t18,Periodic,20,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,19,0.000000,0.000800,0.000800,0.010000,0.010000,0.030000,0.010000,HARD,,
20,t20,Periodic,18,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
21,t21,Aperiodic,1,0.000000,0.038300,0.038300,0.690000,0.690000,1.170000,0.690000,HARD,,
22,t22,Periodic,17,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
23,t23,Periodic,16,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
24,t24,Periodic,15,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,12,0.000000,0.000100,0.000100,0.040000,0.040000,0.080000,0.040000,HARD,,

