Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
1,721.000000,23,0.000000,1.141732e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,150,6,5,11,8,6174,56,176359
2,744.000000,23,0.000000,7.106605e-78,3,6,5,1,21,11,21,10,21,21,5,6,6,4,3,151,6,6,11,9,5722,56,189511
3,731.000000,23,0.000000,1.053030e-77,3,6,5,2,21,11,20,11,20,21,6,6,6,4,3,151,6,5,11,10,6891,56,194311
4,745.000000,23,0.000000,5.486127e-78,3,6,5,2,21,11,21,10,21,21,5,5,6,4,3,151,6,6,11,9,5664,56,147796
5,730.000000,23,0.000000,1.079313e-77,3,6,5,2,21,11,20,11,21,20,6,6,6,4,3,150,6,6,11,10,8342,56,164519
6,741.000000,23,0.000000,9.046706e-78,3,6,5,1,21,11,21,10,21,21,6,6,6,4,3,151,6,6,11,10,4405,56,130573
7,730.000000,23,0.000000,2.075495e-77,3,6,5,2,20,11,21,11,21,21,6,6,6,4,3,151,6,6,10,11,6003,56,188415
8,737.000000,23,0.000000,1.149984e-77,3,5,5,2,20,11,21,11,21,21,6,6,5,4,3,151,6,6,11,11,7237,56,173191
9,732.000000,23,0.000000,1.211779e-77,2,6,4,1,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,6886,56,191800
10,740.000000,23,0.000000,2.794021e-77,3,6,5,2,21,11,21,11,21,21,6,6,5,3,3,151,6,6,11,11,7961,56,191260
11,732.000000,23,0.000000,1.829227e-77,3,5,5,2,21,11,21,11,21,21,6,6,6,3,3,151,6,6,11,11,6413,56,155442
12,736.000000,23,0.000000,2.141899e-77,3,6,5,2,21,11,21,11,21,20,6,5,6,4,3,151,6,6,11,11,6039,56,193284
13,735.000000,23,0.000000,1.327379e-77,3,6,4,2,21,11,21,11,21,21,5,6,6,4,3,151,6,5,11,11,7663,56,188794
14,734.000000,23,0.000000,9.366548e-78,3,5,4,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,10,10,6441,56,184912
15,749.000000,23,0.000000,9.949950e-78,3,6,5,2,21,11,21,11,21,21,6,6,5,4,2,151,6,5,11,11,5473,56,198147
16,756.000000,23,0.000000,7.242839e-78,2,6,5,2,21,11,21,11,21,21,6,6,6,4,3,150,5,6,11,11,7828,56,100844
17,741.000000,23,0.000000,7.453986e-78,3,5,4,2,21,11,21,11,21,21,6,6,6,3,3,151,6,6,11,9,6408,56,177495
18,746.000000,23,0.000000,1.248262e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,6073,56,28003
19,736.000000,23,0.000000,3.540481e-77,3,6,5,2,21,11,21,11,21,21,6,6,5,4,3,151,6,6,11,11,6089,56,158434
20,736.000000,23,0.000000,1.641440e-77,3,6,5,1,21,11,21,11,21,20,6,6,6,4,3,151,6,6,11,10,6204,56,168214
21,764.000000,23,0.000000,1.102354e-77,3,6,4,1,21,10,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8180,56,146879
22,745.000000,23,0.000000,1.269578e-77,3,6,5,2,21,11,21,10,21,21,6,6,6,4,3,151,6,6,11,10,3963,56,101839
23,747.000000,23,0.000000,1.912819e-77,3,6,4,2,21,11,21,11,21,21,6,6,6,3,3,151,6,6,11,11,5827,56,178892
24,739.000000,23,0.000000,1.967579e-77,2,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,5,11,9,7841,56,191448
25,747.000000,23,0.000000,1.128525e-77,3,6,4,2,21,11,21,11,20,21,6,5,6,4,3,151,6,6,11,10,7878,56,182152
26,732.000000,23,0.000000,1.227557e-77,3,6,5,2,21,11,21,11,20,21,6,6,6,4,3,151,6,5,11,11,3450,56,193903
27,749.000000,23,0.000000,1.386561e-77,3,6,5,2,21,11,21,11,21,21,5,5,6,4,3,151,6,6,11,11,4993,56,151335
28,725.000000,23,0.000000,1.370453e-77,3,5,5,2,21,11,21,11,21,21,5,6,6,4,3,151,6,6,11,11,4976,56,150088
29,746.000000,23,0.000000,1.652400e-77,3,6,5,2,20,11,21,11,21,21,6,6,6,4,3,151,6,6,10,9,6830,56,184580
30,745.000000,23,0.000000,1.643382e-77,3,6,5,2,21,10,21,11,21,21,6,6,6,4,3,151,6,6,11,7,7024,56,148752
31,732.000000,23,0.000000,1.265497e-77,2,6,5,2,21,11,20,11,21,21,6,6,6,4,2,151,6,6,11,10,8409,56,191362
32,733.000000,23,0.000000,1.958115e-77,3,5,5,2,21,11,21,11,20,21,6,6,6,4,3,151,6,6,11,11,6386,56,167098
33,729.000000,23,0.000000,1.274264e-77,3,6,5,2,21,11,21,11,21,21,6,5,6,3,3,151,6,6,11,11,8083,55,171822
34,772.000000,23,0.000000,1.258979e-77,3,6,5,1,21,11,21,11,20,21,6,6,6,4,3,151,6,6,11,9,6124,56,156846
35,740.000000,23,0.000000,1.271206e-77,2,6,5,2,21,11,21,11,21,21,6,6,6,4,2,151,6,6,11,11,8176,56,84730
36,707.000000,23,0.000000,1.944210e-77,2,6,5,2,21,11,21,11,21,21,6,5,6,4,3,151,6,6,11,10,7834,56,157786
37,755.000000,23,0.000000,1.491474e-77,3,6,5,2,21,11,21,11,21,20,6,6,6,4,3,151,6,6,10,9,8287,56,137312
38,732.000000,23,0.000000,2.148298e-77,3,6,5,1,21,11,21,11,21,21,6,6,5,4,3,151,6,6,11,11,8118,56,144214
39,726.000000,23,0.000000,1.122149e-77,3,6,5,1,21,11,21,11,21,21,6,6,5,4,3,150,6,6,11,10,7192,56,198399
40,726.000000,23,0.000000,1.491474e-77,3,6,5,2,21,11,21,11,21,20,6,6,6,4,3,151,6,6,10,9,8287,56,137312
41,727.000000,23,0.000000,1.148572e-77,3,6,5,2,21,11,21,11,21,21,6,5,6,3,3,151,6,6,11,10,7716,55,189280
42,730.000000,23,0.000000,1.930736e-77,3,6,5,2,20,10,21,11,21,21,6,6,6,4,3,151,6,6,11,10,6746,56,181964
43,749.000000,23,0.000000,1.087746e-77,3,6,5,2,21,11,21,11,21,20,6,6,6,4,2,151,6,6,11,9,7523,56,110313
44,749.000000,23,0.000000,2.141954e-77,3,6,4,2,21,11,21,11,21,20,6,6,6,4,3,151,6,6,11,11,6486,56,179968
45,741.000000,23,0.000000,2.378131e-77,3,6,5,2,20,11,21,11,21,21,6,6,6,4,2,151,6,6,11,11,6892,56,188041
46,728.000000,23,0.000000,1.064455e-77,3,6,5,2,21,10,21,11,21,21,6,6,5,4,3,151,6,5,11,11,7390,56,156991
47,718.000000,23,0.000000,1.373293e-77,3,6,5,2,21,11,21,11,21,20,6,6,6,4,3,151,5,6,11,8,7841,56,167029
48,726.000000,23,0.000000,1.155970e-77,3,6,5,2,21,10,21,11,21,21,6,6,5,4,3,151,6,6,11,10,8285,56,88708
49,735.000000,23,0.000000,1.137638e-77,3,6,5,1,21,11,21,10,21,21,5,6,6,4,3,151,6,6,11,11,7754,56,159908
50,734.000000,23,0.000000,8.973089e-78,3,5,5,1,21,11,21,11,21,21,6,5,6,4,3,151,6,6,11,11,7266,56,134598
